"Case_study";"Scenario";"ID_scenario";"Fleet_segment";"Species";"Year";"Variable";"Value";"Unit";"Comments"
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"2020";"DAYS.average.annual";"12";"days";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"2020";"DAYS.annual";"12";"days";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"2020";"MAXDAYS.average.annual";"0";"days";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"2020";"GT.DAYS.annual";"12";"GT*days";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"2020";"KW.DAYS.annual";"12";"KW*days";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"2020";"total.landings";"0";"kg";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"2020";"total.discards";"0";"kg";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"2020";"total.revenues.landing";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"2020";"total.revenues.discard";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"2020";"total.revenues";"0.001";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"2020";"other.income";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"2020";"total.income";"0.001";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"2020";"variable.cost[tot.var.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"2020";"variable.cost[fuel.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"2020";"variable.cost[commercial.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"2020";"variable.cost[other.var.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"2020";"fuel.price";"0";"€/l";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"2020";"fixed.cost[tot.fix.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"2020";"fixed.cost[maint.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"2020";"fixed.cost[other.fix.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"2020";"fixed.cost[ess.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"2020";"fixed.cost[avoid.main.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"2020";"fixed.cost[unavoid.main.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"2020";"new.equipment.cost";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"2020";"labour.cost";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"2020";"capital.cost[tot.cap.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"2020";"capital.cost[depreciation]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"2020";"capital.cost[interest]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"2020";"total.cost";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"2020";"gross.value.added";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"2020";"gross.cash.flow";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"2020";"profit";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"2020";"investment[number]";"0";"number";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"2020";"investment[value]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"2020";"capital.value";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"2020";"taxes";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"2020";"net.profit";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"2020";"employment";"0";"number";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"2020";"average.wage";"1";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"2020";"technology";"1";"";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"2020";"Economic.indicators[break.even.revenue]";"0.001";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"2020";"Economic.indicators[ROI]";"1";"";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"2020";"Economic.indicators[NPV.discounted]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"2020";"Economic.indicators[tot.landings.day]";"0";"kg";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"2020";"Economic.indicators[tot.landings.vessel]";"0";"kg";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"2020";"Economic.indicators[tot.revenues.day]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"2020";"Economic.indicators[tot.revenues.vessel]";"0.001";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"2020";"Economic.indicators[GVA.vessel]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"2020";"Economic.indicators[GCF.vessel]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"2020";"Economic.indicators[profit.vessel]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"2020";"Economic.indicators[net.profit.vessel]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"2020";"Economic.indicators[CR.BER]";"1";"";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"2020";"Economic.indicators[vessel.util.ratio]";"120000";"";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"2020";"Economic.indicators[RoFTA]";"1";"";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"2020";"Economic.indicators[NP.cap.value]";"2";"";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"2020";"VESSELS.annual";"1";"number";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"2020";"GT.average.annual";"1";"GT";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"2020";"GT.annual";"1";"GT";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"2020";"KW.average.annual";"1";"KW";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"2020";"KW.annual";"1";"KW";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"2020";"DAYS.average.annual";"12";"days";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"2020";"DAYS.annual";"12";"days";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"2020";"MAXDAYS.average.annual";"0";"days";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"2020";"GT.DAYS.annual";"12";"GT*days";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"2020";"KW.DAYS.annual";"12";"KW*days";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"2020";"total.landings";"0";"kg";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"2020";"total.discards";"0";"kg";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"2020";"total.revenues.landing";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"2020";"total.revenues.discard";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"2020";"total.revenues";"0.001";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"2020";"other.income";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"2020";"total.income";"0.001";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"2020";"variable.cost[tot.var.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"2020";"variable.cost[fuel.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"2020";"variable.cost[commercial.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"2020";"variable.cost[other.var.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"2020";"fuel.price";"0";"€/l";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"2020";"fixed.cost[tot.fix.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"2020";"fixed.cost[maint.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"2020";"fixed.cost[other.fix.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"2020";"fixed.cost[ess.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"2020";"fixed.cost[avoid.main.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"2020";"fixed.cost[unavoid.main.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"2020";"new.equipment.cost";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"2020";"labour.cost";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"2020";"capital.cost[tot.cap.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"2020";"capital.cost[depreciation]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"2020";"capital.cost[interest]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"2020";"total.cost";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"2020";"gross.value.added";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"2020";"gross.cash.flow";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"2020";"profit";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"2020";"investment[number]";"0";"number";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"2020";"investment[value]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"2020";"capital.value";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"2020";"taxes";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"2020";"net.profit";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"2020";"employment";"0";"number";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"2020";"average.wage";"1";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"2020";"technology";"1";"";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"2020";"Economic.indicators[break.even.revenue]";"0.001";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"2020";"Economic.indicators[ROI]";"1";"";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"2020";"Economic.indicators[NPV.discounted]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"2020";"Economic.indicators[tot.landings.day]";"0";"kg";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"2020";"Economic.indicators[tot.landings.vessel]";"0";"kg";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"2020";"Economic.indicators[tot.revenues.day]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"2020";"Economic.indicators[tot.revenues.vessel]";"0.001";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"2020";"Economic.indicators[GVA.vessel]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"2020";"Economic.indicators[GCF.vessel]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"2020";"Economic.indicators[profit.vessel]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"2020";"Economic.indicators[net.profit.vessel]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"2020";"Economic.indicators[CR.BER]";"1";"";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"2020";"Economic.indicators[vessel.util.ratio]";"120000";"";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"2020";"Economic.indicators[RoFTA]";"1";"";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"2020";"Economic.indicators[NP.cap.value]";"2";"";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet3";"ALL";"2020";"VESSELS.annual";"1";"number";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet3";"ALL";"2020";"GT.average.annual";"1";"GT";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet3";"ALL";"2020";"GT.annual";"1";"GT";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet3";"ALL";"2020";"KW.average.annual";"1";"KW";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet3";"ALL";"2020";"KW.annual";"1";"KW";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet3";"ALL";"2020";"DAYS.average.annual";"12";"days";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet3";"ALL";"2020";"DAYS.annual";"12";"days";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet3";"ALL";"2020";"MAXDAYS.average.annual";"0";"days";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet3";"ALL";"2020";"GT.DAYS.annual";"12";"GT*days";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet3";"ALL";"2020";"KW.DAYS.annual";"12";"KW*days";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet3";"ALL";"2020";"total.landings";"0";"kg";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet3";"ALL";"2020";"total.discards";"0";"kg";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet3";"ALL";"2020";"total.revenues.landing";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet3";"ALL";"2020";"total.revenues.discard";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet3";"ALL";"2020";"total.revenues";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet3";"ALL";"2020";"other.income";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet3";"ALL";"2020";"total.income";"0.001";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet3";"ALL";"2020";"variable.cost[tot.var.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet3";"ALL";"2020";"variable.cost[fuel.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet3";"ALL";"2020";"variable.cost[commercial.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet3";"ALL";"2020";"variable.cost[other.var.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet3";"ALL";"2020";"fuel.price";"0";"€/l";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet3";"ALL";"2020";"fixed.cost[tot.fix.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet3";"ALL";"2020";"fixed.cost[maint.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet3";"ALL";"2020";"fixed.cost[other.fix.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet3";"ALL";"2020";"fixed.cost[ess.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet3";"ALL";"2020";"fixed.cost[avoid.main.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet3";"ALL";"2020";"fixed.cost[unavoid.main.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet3";"ALL";"2020";"new.equipment.cost";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet3";"ALL";"2020";"labour.cost";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet3";"ALL";"2020";"capital.cost[tot.cap.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet3";"ALL";"2020";"capital.cost[depreciation]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet3";"ALL";"2020";"capital.cost[interest]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet3";"ALL";"2020";"total.cost";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet3";"ALL";"2020";"gross.value.added";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet3";"ALL";"2020";"gross.cash.flow";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet3";"ALL";"2020";"profit";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet3";"ALL";"2020";"investment[number]";"0";"number";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet3";"ALL";"2020";"investment[value]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet3";"ALL";"2020";"capital.value";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet3";"ALL";"2020";"taxes";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet3";"ALL";"2020";"net.profit";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet3";"ALL";"2020";"employment";"0";"number";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet3";"ALL";"2020";"average.wage";"1";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet3";"ALL";"2020";"technology";"1";"";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet3";"ALL";"2020";"Economic.indicators[break.even.revenue]";"0.001";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet3";"ALL";"2020";"Economic.indicators[ROI]";"0";"";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet3";"ALL";"2020";"Economic.indicators[NPV.discounted]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet3";"ALL";"2020";"Economic.indicators[tot.landings.day]";"0";"kg";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet3";"ALL";"2020";"Economic.indicators[tot.landings.vessel]";"0";"kg";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet3";"ALL";"2020";"Economic.indicators[tot.revenues.day]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet3";"ALL";"2020";"Economic.indicators[tot.revenues.vessel]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet3";"ALL";"2020";"Economic.indicators[GVA.vessel]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet3";"ALL";"2020";"Economic.indicators[GCF.vessel]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet3";"ALL";"2020";"Economic.indicators[profit.vessel]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet3";"ALL";"2020";"Economic.indicators[net.profit.vessel]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet3";"ALL";"2020";"Economic.indicators[CR.BER]";"0.667";"";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet3";"ALL";"2020";"Economic.indicators[vessel.util.ratio]";"120000";"";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet3";"ALL";"2020";"Economic.indicators[RoFTA]";"0";"";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet3";"ALL";"2020";"Economic.indicators[NP.cap.value]";"1";"";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"2020";"VESSELS.annual";"1";"number";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"2020";"GT.average.annual";"1";"GT";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"2020";"GT.annual";"1";"GT";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"2020";"KW.average.annual";"1";"KW";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"2020";"KW.annual";"1";"KW";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"2020";"DAYS.average.annual";"12";"days";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"2020";"DAYS.annual";"12";"days";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"2020";"MAXDAYS.average.annual";"0";"days";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"2020";"GT.DAYS.annual";"12";"GT*days";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"2020";"KW.DAYS.annual";"12";"KW*days";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"2020";"total.landings";"0";"kg";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"2020";"total.discards";"0";"kg";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"2020";"total.revenues.landing";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"2020";"total.revenues.discard";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"2020";"total.revenues";"0.001";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"2020";"other.income";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"2020";"total.income";"0.001";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"2020";"variable.cost[tot.var.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"2020";"variable.cost[fuel.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"2020";"variable.cost[commercial.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"2020";"variable.cost[other.var.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"2020";"fuel.price";"0";"€/l";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"2020";"fixed.cost[tot.fix.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"2020";"fixed.cost[maint.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"2020";"fixed.cost[other.fix.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"2020";"fixed.cost[ess.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"2020";"fixed.cost[avoid.main.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"2020";"fixed.cost[unavoid.main.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"2020";"new.equipment.cost";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"2020";"labour.cost";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"2020";"capital.cost[tot.cap.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"2020";"capital.cost[depreciation]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"2020";"capital.cost[interest]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"2020";"total.cost";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"2020";"gross.value.added";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"2020";"gross.cash.flow";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"2020";"profit";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"2020";"investment[number]";"0";"number";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"2020";"investment[value]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"2020";"capital.value";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"2020";"taxes";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"2020";"net.profit";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"2020";"employment";"0";"number";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"2020";"average.wage";"1";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"2020";"technology";"1";"";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"2020";"Economic.indicators[break.even.revenue]";"0.001";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"2020";"Economic.indicators[ROI]";"1";"";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"2020";"Economic.indicators[NPV.discounted]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"2020";"Economic.indicators[tot.landings.day]";"0";"kg";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"2020";"Economic.indicators[tot.landings.vessel]";"0";"kg";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"2020";"Economic.indicators[tot.revenues.day]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"2020";"Economic.indicators[tot.revenues.vessel]";"0.001";"€";""
